driver_gender,driver_race,search_conducted,contraband_found,duration,stop_outcome,is_arrested,stop_time,driver_age,speeding_violations,other_violations,registration_plates_violations,moving_violations,cell_phone_violations,COUNT(id)
F,Black,f,f,1-15 min,arrest,f,Afternoon,22-29,f,t,t,f,f,1
F,Black,f,f,1-15 min,arrest,f,Afternoon,22-29,t,f,f,f,f,2
F,Black,f,f,1-15 min,arrest,f,Afternoon,30-39,f,f,f,f,f,4
F,Black,f,f,1-15 min,arrest,f,Afternoon,30-39,f,f,t,f,f,2
F,Black,f,f,1-15 min,arrest,f,Afternoon,30-39,f,t,f,f,f,9
F,Black,f,f,1-15 min,arrest,f,Afternoon,30-39,t,f,f,f,f,1
F,Black,f,f,1-15 min,arrest,f,Afternoon,40-49,f,f,f,f,f,1
F,Black,f,f,1-15 min,arrest,f,Afternoon,40-49,f,f,t,f,f,1
F,Black,f,f,1-15 min,arrest,f,Afternoon,40-49,f,t,f,f,f,3
F,Black,f,f,1-15 min,arrest,f,Afternoon,50-59,f,f,f,f,f,1
F,Black,f,f,1-15 min,arrest,f,Afternoon,50-59,f,f,t,f,f,1
F,Black,f,f,1-15 min,arrest,f,Afternoon,50-59,f,t,f,f,f,2
F,Black,f,f,1-15 min,arrest,f,Afternoon,60 and over,f,t,t,f,f,1
F,Black,f,f,1-15 min,arrest,f,Early Evening,21 and under,f,t,f,f,f,1
F,Black,f,f,1-15 min,arrest,f,Early Evening,22-29,f,f,f,f,f,3
F,Black,f,f,1-15 min,arrest,f,Early Evening,22-29,f,f,f,t,f,1
F,Black,f,f,1-15 min,arrest,f,Early Evening,22-29,f,f,t,f,f,3
F,Black,f,f,1-15 min,arrest,f,Early Evening,22-29,f,t,f,f,f,5
F,Black,f,f,1-15 min,arrest,f,Early Evening,22-29,t,f,f,f,f,1
F,Black,f,f,1-15 min,arrest,f,Early Evening,30-39,f,f,t,f,f,1
F,Black,f,f,1-15 min,arrest,f,Early Evening,30-39,f,t,f,f,f,4
F,Black,f,f,1-15 min,arrest,f,Early Evening,40-49,f,f,f,f,f,2
F,Black,f,f,1-15 min,arrest,f,Early Evening,40-49,f,f,f,f,t,1
F,Black,f,f,1-15 min,arrest,f,Early Evening,40-49,f,f,t,f,f,1
F,Black,f,f,1-15 min,arrest,f,Early Evening,50-59,f,f,f,f,f,2
F,Black,f,f,1-15 min,arrest,f,Early Evening,50-59,f,f,t,f,f,1
F,Black,f,f,1-15 min,arrest,f,Late Evening,21 and under,f,f,f,f,f,3
F,Black,f,f,1-15 min,arrest,f,Late Evening,21 and under,f,t,f,f,f,4
F,Black,f,f,1-15 min,arrest,f,Late Evening,21 and under,t,f,f,f,f,1
F,Black,f,f,1-15 min,arrest,f,Late Evening,22-29,f,f,f,f,f,8
F,Black,f,f,1-15 min,arrest,f,Late Evening,22-29,f,f,t,f,f,5
F,Black,f,f,1-15 min,arrest,f,Late Evening,22-29,f,t,f,f,f,16
F,Black,f,f,1-15 min,arrest,f,Late Evening,22-29,f,t,t,f,f,1
F,Black,f,f,1-15 min,arrest,f,Late Evening,22-29,t,f,f,f,f,5
F,Black,f,f,1-15 min,arrest,f,Late Evening,22-29,t,f,t,f,f,1
F,Black,f,f,1-15 min,arrest,f,Late Evening,30-39,f,f,f,f,f,7
F,Black,f,f,1-15 min,arrest,f,Late Evening,30-39,f,f,f,t,f,1
F,Black,f,f,1-15 min,arrest,f,Late Evening,30-39,f,t,f,f,f,3
F,Black,f,f,1-15 min,arrest,f,Late Evening,30-39,f,t,t,f,f,1
F,Black,f,f,1-15 min,arrest,f,Late Evening,30-39,t,f,f,f,f,2
F,Black,f,f,1-15 min,arrest,f,Late Evening,40-49,f,f,f,f,f,1
F,Black,f,f,1-15 min,arrest,f,Late Evening,40-49,f,f,t,f,f,1
F,Black,f,f,1-15 min,arrest,f,Late Evening,40-49,f,t,f,f,f,3
F,Black,f,f,1-15 min,arrest,f,Late Evening,50-59,f,f,f,t,f,1
F,Black,f,f,1-15 min,arrest,f,Morning,21 and under,f,t,f,f,f,4
F,Black,f,f,1-15 min,arrest,f,Morning,21 and under,t,f,f,f,f,1
F,Black,f,f,1-15 min,arrest,f,Morning,22-29,f,f,f,f,f,12
F,Black,f,f,1-15 min,arrest,f,Morning,22-29,f,f,f,f,t,1
F,Black,f,f,1-15 min,arrest,f,Morning,22-29,f,f,f,t,f,3
F,Black,f,f,1-15 min,arrest,f,Morning,22-29,f,f,t,f,f,5
F,Black,f,f,1-15 min,arrest,f,Morning,22-29,f,t,f,f,f,10
F,Black,f,f,1-15 min,arrest,f,Morning,22-29,t,f,f,f,f,6
F,Black,f,f,1-15 min,arrest,f,Morning,30-39,f,f,f,f,f,2
F,Black,f,f,1-15 min,arrest,f,Morning,30-39,f,f,f,t,f,1
F,Black,f,f,1-15 min,arrest,f,Morning,30-39,f,f,t,f,f,5
F,Black,f,f,1-15 min,arrest,f,Morning,30-39,f,t,f,f,f,9
F,Black,f,f,1-15 min,arrest,f,Morning,30-39,t,f,f,f,f,3
F,Black,f,f,1-15 min,arrest,f,Morning,40-49,f,f,f,f,f,3
F,Black,f,f,1-15 min,arrest,f,Morning,40-49,f,f,t,f,f,1
F,Black,f,f,1-15 min,arrest,f,Morning,40-49,f,t,f,f,f,5
F,Black,f,f,1-15 min,arrest,f,Morning,40-49,t,f,f,f,f,1
F,Black,f,f,1-15 min,arrest,f,Morning,50-59,f,f,f,f,f,2
F,Black,f,f,1-15 min,arrest,f,Morning,50-59,f,f,t,f,f,2
F,Black,f,f,1-15 min,arrest,f,Morning,50-59,f,t,f,f,f,2
F,Black,f,f,1-15 min,arrest,f,Morning,50-59,t,f,f,f,f,1
F,Black,f,f,1-15 min,arrest,f,Morning,60 and over,f,t,f,f,f,1
F,Black,f,f,1-15 min,arrest,t,Afternoon,21 and under,f,t,f,f,f,1
F,Black,f,f,1-15 min,arrest,t,Afternoon,21 and under,t,f,f,f,f,2
F,Black,f,f,1-15 min,arrest,t,Afternoon,22-29,f,f,f,f,f,2
F,Black,f,f,1-15 min,arrest,t,Afternoon,22-29,f,f,f,t,f,3
F,Black,f,f,1-15 min,arrest,t,Afternoon,22-29,f,t,f,f,f,1
F,Black,f,f,1-15 min,arrest,t,Afternoon,22-29,t,f,f,f,f,1
F,Black,f,f,1-15 min,arrest,t,Afternoon,30-39,t,f,f,f,f,1
F,Black,f,f,1-15 min,arrest,t,Afternoon,40-49,f,f,t,f,f,1
F,Black,f,f,1-15 min,arrest,t,Afternoon,40-49,t,f,f,f,f,1
F,Black,f,f,1-15 min,arrest,t,Afternoon,50-59,f,f,t,f,f,1
F,Black,f,f,1-15 min,arrest,t,Afternoon,50-59,t,f,f,f,f,1
F,Black,f,f,1-15 min,arrest,t,Early Evening,21 and under,f,f,t,f,f,1
F,Black,f,f,1-15 min,arrest,t,Early Evening,21 and under,t,f,f,f,f,1
F,Black,f,f,1-15 min,arrest,t,Early Evening,22-29,t,f,f,f,f,2
F,Black,f,f,1-15 min,arrest,t,Early Evening,30-39,f,f,f,f,f,1
F,Black,f,f,1-15 min,arrest,t,Early Evening,30-39,f,f,f,f,t,1
F,Black,f,f,1-15 min,arrest,t,Early Evening,30-39,f,t,f,f,f,1
F,Black,f,f,1-15 min,arrest,t,Early Evening,30-39,t,f,f,f,f,1
F,Black,f,f,1-15 min,arrest,t,Early Evening,40-49,f,t,f,f,f,1
F,Black,f,f,1-15 min,arrest,t,Early Evening,50-59,t,f,f,f,f,1
F,Black,f,f,1-15 min,arrest,t,Late Evening,21 and under,t,f,f,f,f,1
F,Black,f,f,1-15 min,arrest,t,Late Evening,22-29,f,f,t,f,f,2
F,Black,f,f,1-15 min,arrest,t,Late Evening,22-29,f,t,f,f,f,2
F,Black,f,f,1-15 min,arrest,t,Late Evening,22-29,t,f,f,f,f,1
F,Black,f,f,1-15 min,arrest,t,Late Evening,30-39,f,f,f,f,f,2
F,Black,f,f,1-15 min,arrest,t,Late Evening,30-39,f,f,f,t,f,1
F,Black,f,f,1-15 min,arrest,t,Late Evening,30-39,f,f,t,f,f,2
F,Black,f,f,1-15 min,arrest,t,Late Evening,30-39,f,t,f,f,f,3
F,Black,f,f,1-15 min,arrest,t,Late Evening,40-49,f,f,f,f,f,1
F,Black,f,f,1-15 min,arrest,t,Late Evening,40-49,f,f,f,t,f,1
F,Black,f,f,1-15 min,arrest,t,Late Evening,40-49,f,f,t,f,f,1
F,Black,f,f,1-15 min,arrest,t,Late Evening,40-49,f,t,f,f,f,5
F,Black,f,f,1-15 min,arrest,t,Late Evening,40-49,t,f,f,f,f,1
F,Black,f,f,1-15 min,arrest,t,Late Evening,50-59,f,f,f,f,f,2
F,Black,f,f,1-15 min,arrest,t,Late Evening,50-59,f,t,f,f,f,1
F,Black,f,f,1-15 min,arrest,t,Morning,21 and under,f,t,f,f,f,3
F,Black,f,f,1-15 min,arrest,t,Morning,22-29,f,f,f,f,f,4
F,Black,f,f,1-15 min,arrest,t,Morning,22-29,f,f,f,t,f,1
F,Black,f,f,1-15 min,arrest,t,Morning,22-29,f,f,t,f,f,1
F,Black,f,f,1-15 min,arrest,t,Morning,22-29,f,t,f,f,f,1
F,Black,f,f,1-15 min,arrest,t,Morning,22-29,t,f,f,f,f,3
F,Black,f,f,1-15 min,arrest,t,Morning,30-39,f,f,f,t,f,1
F,Black,f,f,1-15 min,arrest,t,Morning,30-39,f,f,t,f,f,1
F,Black,f,f,1-15 min,arrest,t,Morning,30-39,f,t,f,f,f,1
F,Black,f,f,1-15 min,arrest,t,Morning,30-39,t,f,f,f,f,1
F,Black,f,f,1-15 min,arrest,t,Morning,40-49,f,f,f,f,f,1
F,Black,f,f,1-15 min,arrest,t,Morning,40-49,f,f,t,f,f,3
F,Black,f,f,1-15 min,arrest,t,Morning,40-49,f,t,f,f,f,1
F,Black,f,f,1-15 min,arrest,t,Morning,40-49,t,f,f,f,f,2
F,Black,f,f,1-15 min,ticket,f,Afternoon,21 and under,f,f,f,f,f,8
F,Black,f,f,1-15 min,ticket,f,Afternoon,21 and under,f,f,f,f,t,9
F,Black,f,f,1-15 min,ticket,f,Afternoon,21 and under,f,f,f,t,f,11
F,Black,f,f,1-15 min,ticket,f,Afternoon,21 and under,f,f,t,f,f,11
F,Black,f,f,1-15 min,ticket,f,Afternoon,21 and under,f,t,f,f,f,34
F,Black,f,f,1-15 min,ticket,f,Afternoon,21 and under,f,t,f,t,f,2
F,Black,f,f,1-15 min,ticket,f,Afternoon,21 and under,t,f,f,f,f,45
F,Black,f,f,1-15 min,ticket,f,Afternoon,22-29,f,f,f,f,f,47
F,Black,f,f,1-15 min,ticket,f,Afternoon,22-29,f,f,f,f,t,29
F,Black,f,f,1-15 min,ticket,f,Afternoon,22-29,f,f,f,t,f,43
F,Black,f,f,1-15 min,ticket,f,Afternoon,22-29,f,f,t,f,f,54
F,Black,f,f,1-15 min,ticket,f,Afternoon,22-29,f,t,f,f,f,151
F,Black,f,f,1-15 min,ticket,f,Afternoon,22-29,t,f,f,f,f,196
F,Black,f,f,1-15 min,ticket,f,Afternoon,30-39,f,f,f,f,f,34
F,Black,f,f,1-15 min,ticket,f,Afternoon,30-39,f,f,f,f,t,47
F,Black,f,f,1-15 min,ticket,f,Afternoon,30-39,f,f,f,t,f,48
F,Black,f,f,1-15 min,ticket,f,Afternoon,30-39,f,f,t,f,f,83
F,Black,f,f,1-15 min,ticket,f,Afternoon,30-39,f,t,f,f,f,116
F,Black,f,f,1-15 min,ticket,f,Afternoon,30-39,f,t,t,f,f,1
F,Black,f,f,1-15 min,ticket,f,Afternoon,30-39,t,f,f,f,f,112
F,Black,f,f,1-15 min,ticket,f,Afternoon,40-49,f,f,f,f,f,23
F,Black,f,f,1-15 min,ticket,f,Afternoon,40-49,f,f,f,f,t,25
F,Black,f,f,1-15 min,ticket,f,Afternoon,40-49,f,f,f,t,f,27
F,Black,f,f,1-15 min,ticket,f,Afternoon,40-49,f,f,t,f,f,54
F,Black,f,f,1-15 min,ticket,f,Afternoon,40-49,f,t,f,f,f,61
F,Black,f,f,1-15 min,ticket,f,Afternoon,40-49,t,f,f,f,f,61
F,Black,f,f,1-15 min,ticket,f,Afternoon,50-59,f,f,f,f,f,14
F,Black,f,f,1-15 min,ticket,f,Afternoon,50-59,f,f,f,f,t,20
F,Black,f,f,1-15 min,ticket,f,Afternoon,50-59,f,f,f,t,f,23
F,Black,f,f,1-15 min,ticket,f,Afternoon,50-59,f,f,t,f,f,31
F,Black,f,f,1-15 min,ticket,f,Afternoon,50-59,f,t,f,f,f,45
F,Black,f,f,1-15 min,ticket,f,Afternoon,50-59,t,f,f,f,f,35
F,Black,f,f,1-15 min,ticket,f,Afternoon,60 and over,f,f,f,f,f,5
F,Black,f,f,1-15 min,ticket,f,Afternoon,60 and over,f,f,f,f,t,6
F,Black,f,f,1-15 min,ticket,f,Afternoon,60 and over,f,f,f,t,f,7
F,Black,f,f,1-15 min,ticket,f,Afternoon,60 and over,f,f,t,f,f,14
F,Black,f,f,1-15 min,ticket,f,Afternoon,60 and over,f,t,f,f,f,19
F,Black,f,f,1-15 min,ticket,f,Afternoon,60 and over,t,f,f,f,f,8
F,Black,f,f,1-15 min,ticket,f,Early Evening,21 and under,f,f,f,f,f,8
F,Black,f,f,1-15 min,ticket,f,Early Evening,21 and under,f,f,f,f,t,5
F,Black,f,f,1-15 min,ticket,f,Early Evening,21 and under,f,f,f,t,f,4
F,Black,f,f,1-15 min,ticket,f,Early Evening,21 and under,f,f,t,f,f,9
F,Black,f,f,1-15 min,ticket,f,Early Evening,21 and under,f,t,f,f,f,29
F,Black,f,f,1-15 min,ticket,f,Early Evening,21 and under,t,f,f,f,f,28
F,Black,f,f,1-15 min,ticket,f,Early Evening,21 and under,t,t,t,f,f,1
F,Black,f,f,1-15 min,ticket,f,Early Evening,22-29,f,f,f,f,f,33
F,Black,f,f,1-15 min,ticket,f,Early Evening,22-29,f,f,f,f,t,10
F,Black,f,f,1-15 min,ticket,f,Early Evening,22-29,f,f,f,t,f,18
F,Black,f,f,1-15 min,ticket,f,Early Evening,22-29,f,f,t,f,f,42
F,Black,f,f,1-15 min,ticket,f,Early Evening,22-29,f,t,f,f,f,64
F,Black,f,f,1-15 min,ticket,f,Early Evening,22-29,f,t,f,t,f,2
F,Black,f,f,1-15 min,ticket,f,Early Evening,22-29,t,f,f,f,f,123
F,Black,f,f,1-15 min,ticket,f,Early Evening,30-39,f,f,f,f,f,24
F,Black,f,f,1-15 min,ticket,f,Early Evening,30-39,f,f,f,f,t,12
F,Black,f,f,1-15 min,ticket,f,Early Evening,30-39,f,f,f,t,f,15
F,Black,f,f,1-15 min,ticket,f,Early Evening,30-39,f,f,t,f,f,47
F,Black,f,f,1-15 min,ticket,f,Early Evening,30-39,f,t,f,f,f,49
F,Black,f,f,1-15 min,ticket,f,Early Evening,30-39,t,f,f,f,f,85
F,Black,f,f,1-15 min,ticket,f,Early Evening,40-49,f,f,f,f,f,17
F,Black,f,f,1-15 min,ticket,f,Early Evening,40-49,f,f,f,f,t,6
F,Black,f,f,1-15 min,ticket,f,Early Evening,40-49,f,f,f,t,f,14
F,Black,f,f,1-15 min,ticket,f,Early Evening,40-49,f,f,t,f,f,23
F,Black,f,f,1-15 min,ticket,f,Early Evening,40-49,f,t,f,f,f,40
F,Black,f,f,1-15 min,ticket,f,Early Evening,40-49,t,f,f,f,f,38
F,Black,f,f,1-15 min,ticket,f,Early Evening,50-59,f,f,f,f,f,6
F,Black,f,f,1-15 min,ticket,f,Early Evening,50-59,f,f,f,f,t,3
F,Black,f,f,1-15 min,ticket,f,Early Evening,50-59,f,f,f,t,f,6
F,Black,f,f,1-15 min,ticket,f,Early Evening,50-59,f,f,t,f,f,14
F,Black,f,f,1-15 min,ticket,f,Early Evening,50-59,f,t,f,f,f,19
F,Black,f,f,1-15 min,ticket,f,Early Evening,50-59,t,f,f,f,f,17
F,Black,f,f,1-15 min,ticket,f,Early Evening,60 and over,f,f,f,f,f,1
F,Black,f,f,1-15 min,ticket,f,Early Evening,60 and over,f,f,f,f,t,1
F,Black,f,f,1-15 min,ticket,f,Early Evening,60 and over,f,f,f,t,f,2
F,Black,f,f,1-15 min,ticket,f,Early Evening,60 and over,f,f,t,f,f,4
F,Black,f,f,1-15 min,ticket,f,Early Evening,60 and over,f,t,f,f,f,9
F,Black,f,f,1-15 min,ticket,f,Early Evening,60 and over,t,f,f,f,f,10
F,Black,f,f,1-15 min,ticket,f,Late Evening,21 and under,f,f,f,f,f,25
F,Black,f,f,1-15 min,ticket,f,Late Evening,21 and under,f,f,f,f,t,2
F,Black,f,f,1-15 min,ticket,f,Late Evening,21 and under,f,f,f,t,f,20
F,Black,f,f,1-15 min,ticket,f,Late Evening,21 and under,f,f,t,f,f,12
F,Black,f,f,1-15 min,ticket,f,Late Evening,21 and under,f,t,f,f,f,78
F,Black,f,f,1-15 min,ticket,f,Late Evening,21 and under,t,f,f,f,f,114
F,Black,f,f,1-15 min,ticket,f,Late Evening,22-29,f,f,f,f,f,69
F,Black,f,f,1-15 min,ticket,f,Late Evening,22-29,f,f,f,f,t,21
F,Black,f,f,1-15 min,ticket,f,Late Evening,22-29,f,f,f,t,f,61
F,Black,f,f,1-15 min,ticket,f,Late Evening,22-29,f,f,t,f,f,57
F,Black,f,f,1-15 min,ticket,f,Late Evening,22-29,f,t,f,f,f,262
F,Black,f,f,1-15 min,ticket,f,Late Evening,22-29,t,f,f,f,f,398
F,Black,f,f,1-15 min,ticket,f,Late Evening,22-29,t,t,f,f,f,3
F,Black,f,f,1-15 min,ticket,f,Late Evening,30-39,f,f,f,f,f,32
F,Black,f,f,1-15 min,ticket,f,Late Evening,30-39,f,f,f,f,t,11
F,Black,f,f,1-15 min,ticket,f,Late Evening,30-39,f,f,f,t,f,48
F,Black,f,f,1-15 min,ticket,f,Late Evening,30-39,f,f,t,f,f,66
F,Black,f,f,1-15 min,ticket,f,Late Evening,30-39,f,t,f,f,f,163
F,Black,f,f,1-15 min,ticket,f,Late Evening,30-39,f,t,f,t,f,1
F,Black,f,f,1-15 min,ticket,f,Late Evening,30-39,f,t,t,f,f,1
F,Black,f,f,1-15 min,ticket,f,Late Evening,30-39,t,f,f,f,f,255
F,Black,f,f,1-15 min,ticket,f,Late Evening,30-39,t,f,t,f,f,1
F,Black,f,f,1-15 min,ticket,f,Late Evening,30-39,t,t,f,f,f,1
F,Black,f,f,1-15 min,ticket,f,Late Evening,40-49,f,f,f,f,f,27
F,Black,f,f,1-15 min,ticket,f,Late Evening,40-49,f,f,f,f,t,14
F,Black,f,f,1-15 min,ticket,f,Late Evening,40-49,f,f,f,t,f,32
F,Black,f,f,1-15 min,ticket,f,Late Evening,40-49,f,f,t,f,f,63
F,Black,f,f,1-15 min,ticket,f,Late Evening,40-49,f,t,f,f,f,104
F,Black,f,f,1-15 min,ticket,f,Late Evening,40-49,f,t,t,f,f,1
F,Black,f,f,1-15 min,ticket,f,Late Evening,40-49,t,f,f,f,f,124
F,Black,f,f,1-15 min,ticket,f,Late Evening,50-59,f,f,f,f,f,21
F,Black,f,f,1-15 min,ticket,f,Late Evening,50-59,f,f,f,f,t,5
F,Black,f,f,1-15 min,ticket,f,Late Evening,50-59,f,f,f,t,f,23
F,Black,f,f,1-15 min,ticket,f,Late Evening,50-59,f,f,t,f,f,40
F,Black,f,f,1-15 min,ticket,f,Late Evening,50-59,f,t,f,f,f,77
F,Black,f,f,1-15 min,ticket,f,Late Evening,50-59,t,f,f,f,f,44
F,Black,f,f,1-15 min,ticket,f,Late Evening,60 and over,f,f,f,f,f,3
F,Black,f,f,1-15 min,ticket,f,Late Evening,60 and over,f,f,f,f,t,1
F,Black,f,f,1-15 min,ticket,f,Late Evening,60 and over,f,f,f,t,f,7
F,Black,f,f,1-15 min,ticket,f,Late Evening,60 and over,f,f,t,f,f,8
F,Black,f,f,1-15 min,ticket,f,Late Evening,60 and over,f,t,f,f,f,17
F,Black,f,f,1-15 min,ticket,f,Late Evening,60 and over,t,f,f,f,f,14
F,Black,f,f,1-15 min,ticket,f,Morning,21 and under,f,f,f,f,f,12
F,Black,f,f,1-15 min,ticket,f,Morning,21 and under,f,f,f,f,t,9
F,Black,f,f,1-15 min,ticket,f,Morning,21 and under,f,f,f,t,f,22
F,Black,f,f,1-15 min,ticket,f,Morning,21 and under,f,f,t,f,f,12
F,Black,f,f,1-15 min,ticket,f,Morning,21 and under,f,t,f,f,f,77
F,Black,f,f,1-15 min,ticket,f,Morning,21 and under,t,f,f,f,f,100
F,Black,f,f,1-15 min,ticket,f,Morning,21 and under,t,t,f,f,f,1
F,Black,f,f,1-15 min,ticket,f,Morning,22-29,f,f,f,f,f,51
F,Black,f,f,1-15 min,ticket,f,Morning,22-29,f,f,f,f,t,49
F,Black,f,f,1-15 min,ticket,f,Morning,22-29,f,f,f,t,f,68
F,Black,f,f,1-15 min,ticket,f,Morning,22-29,f,f,t,f,f,80
F,Black,f,f,1-15 min,ticket,f,Morning,22-29,f,t,f,f,f,274
F,Black,f,f,1-15 min,ticket,f,Morning,22-29,t,f,f,f,f,393
F,Black,f,f,1-15 min,ticket,f,Morning,22-29,t,t,f,f,f,1
F,Black,f,f,1-15 min,ticket,f,Morning,30-39,f,f,f,f,f,44
F,Black,f,f,1-15 min,ticket,f,Morning,30-39,f,f,f,f,t,62
F,Black,f,f,1-15 min,ticket,f,Morning,30-39,f,f,f,t,f,62
F,Black,f,f,1-15 min,ticket,f,Morning,30-39,f,f,t,f,f,116
F,Black,f,f,1-15 min,ticket,f,Morning,30-39,f,t,f,f,f,241
F,Black,f,f,1-15 min,ticket,f,Morning,30-39,f,t,t,f,f,1
F,Black,f,f,1-15 min,ticket,f,Morning,30-39,t,f,f,f,f,313
F,Black,f,f,1-15 min,ticket,f,Morning,30-39,t,t,f,f,f,2
F,Black,f,f,1-15 min,ticket,f,Morning,40-49,f,f,f,f,f,34
F,Black,f,f,1-15 min,ticket,f,Morning,40-49,f,f,f,f,t,27
F,Black,f,f,1-15 min,ticket,f,Morning,40-49,f,f,f,t,f,47
F,Black,f,f,1-15 min,ticket,f,Morning,40-49,f,f,t,f,f,109
F,Black,f,f,1-15 min,ticket,f,Morning,40-49,f,t,f,f,f,147
F,Black,f,f,1-15 min,ticket,f,Morning,40-49,t,f,f,f,f,213
F,Black,f,f,1-15 min,ticket,f,Morning,50-59,f,f,f,f,f,24
F,Black,f,f,1-15 min,ticket,f,Morning,50-59,f,f,f,f,t,13
F,Black,f,f,1-15 min,ticket,f,Morning,50-59,f,f,f,t,f,24
F,Black,f,f,1-15 min,ticket,f,Morning,50-59,f,f,t,f,f,48
F,Black,f,f,1-15 min,ticket,f,Morning,50-59,f,t,f,f,f,103
F,Black,f,f,1-15 min,ticket,f,Morning,50-59,t,f,f,f,f,114
F,Black,f,f,1-15 min,ticket,f,Morning,60 and over,f,f,f,f,f,12
F,Black,f,f,1-15 min,ticket,f,Morning,60 and over,f,f,f,f,t,11
F,Black,f,f,1-15 min,ticket,f,Morning,60 and over,f,f,f,t,f,8
F,Black,f,f,1-15 min,ticket,f,Morning,60 and over,f,f,t,f,f,20
F,Black,f,f,1-15 min,ticket,f,Morning,60 and over,f,t,f,f,f,41
F,Black,f,f,1-15 min,ticket,f,Morning,60 and over,t,f,f,f,f,36
F,Black,f,f,1-15 min,warn,f,Afternoon,21 and under,f,f,f,f,f,5
F,Black,f,f,1-15 min,warn,f,Afternoon,21 and under,f,f,f,f,t,2
F,Black,f,f,1-15 min,warn,f,Afternoon,21 and under,f,f,f,t,f,6
F,Black,f,f,1-15 min,warn,f,Afternoon,21 and under,f,f,t,f,f,3
F,Black,f,f,1-15 min,warn,f,Afternoon,21 and under,f,t,f,f,f,1
F,Black,f,f,1-15 min,warn,f,Afternoon,21 and under,t,f,f,f,f,1
F,Black,f,f,1-15 min,warn,f,Afternoon,22-29,f,f,f,f,f,22
F,Black,f,f,1-15 min,warn,f,Afternoon,22-29,f,f,f,f,t,13
F,Black,f,f,1-15 min,warn,f,Afternoon,22-29,f,f,f,t,f,14
F,Black,f,f,1-15 min,warn,f,Afternoon,22-29,f,f,t,f,f,14
F,Black,f,f,1-15 min,warn,f,Afternoon,22-29,f,t,f,f,f,15
F,Black,f,f,1-15 min,warn,f,Afternoon,22-29,t,f,f,f,f,20
F,Black,f,f,1-15 min,warn,f,Afternoon,30-39,f,f,f,f,f,23
F,Black,f,f,1-15 min,warn,f,Afternoon,30-39,f,f,f,f,t,5
F,Black,f,f,1-15 min,warn,f,Afternoon,30-39,f,f,f,t,f,31
F,Black,f,f,1-15 min,warn,f,Afternoon,30-39,f,f,t,f,f,27
F,Black,f,f,1-15 min,warn,f,Afternoon,30-39,f,t,f,f,f,17
F,Black,f,f,1-15 min,warn,f,Afternoon,30-39,t,f,f,f,f,34
F,Black,f,f,1-15 min,warn,f,Afternoon,40-49,f,f,f,f,f,18
F,Black,f,f,1-15 min,warn,f,Afternoon,40-49,f,f,f,f,t,9
F,Black,f,f,1-15 min,warn,f,Afternoon,40-49,f,f,f,t,f,12
F,Black,f,f,1-15 min,warn,f,Afternoon,40-49,f,f,t,f,f,9
F,Black,f,f,1-15 min,warn,f,Afternoon,40-49,f,t,f,f,f,9
F,Black,f,f,1-15 min,warn,f,Afternoon,40-49,f,t,t,f,f,1
F,Black,f,f,1-15 min,warn,f,Afternoon,40-49,t,f,f,f,f,26
F,Black,f,f,1-15 min,warn,f,Afternoon,50-59,f,f,f,f,f,5
F,Black,f,f,1-15 min,warn,f,Afternoon,50-59,f,f,f,f,t,4
F,Black,f,f,1-15 min,warn,f,Afternoon,50-59,f,f,f,t,f,12
F,Black,f,f,1-15 min,warn,f,Afternoon,50-59,f,f,t,f,f,9
F,Black,f,f,1-15 min,warn,f,Afternoon,50-59,f,t,f,f,f,7
F,Black,f,f,1-15 min,warn,f,Afternoon,50-59,t,f,f,f,f,9
F,Black,f,f,1-15 min,warn,f,Afternoon,60 and over,f,f,f,f,f,4
F,Black,f,f,1-15 min,warn,f,Afternoon,60 and over,f,f,f,f,t,2
F,Black,f,f,1-15 min,warn,f,Afternoon,60 and over,f,f,f,t,f,4
F,Black,f,f,1-15 min,warn,f,Afternoon,60 and over,f,f,t,f,f,4
F,Black,f,f,1-15 min,warn,f,Afternoon,60 and over,f,t,f,f,f,3
F,Black,f,f,1-15 min,warn,f,Afternoon,60 and over,t,f,f,f,f,3
F,Black,f,f,1-15 min,warn,f,Early Evening,21 and under,f,f,f,f,f,4
F,Black,f,f,1-15 min,warn,f,Early Evening,21 and under,f,f,f,t,f,6
F,Black,f,f,1-15 min,warn,f,Early Evening,21 and under,f,f,t,f,f,2
F,Black,f,f,1-15 min,warn,f,Early Evening,21 and under,f,t,f,f,f,4
F,Black,f,f,1-15 min,warn,f,Early Evening,21 and under,t,f,f,f,f,4
F,Black,f,f,1-15 min,warn,f,Early Evening,22-29,f,f,f,f,f,26
F,Black,f,f,1-15 min,warn,f,Early Evening,22-29,f,f,f,f,t,1
F,Black,f,f,1-15 min,warn,f,Early Evening,22-29,f,f,f,t,f,10
F,Black,f,f,1-15 min,warn,f,Early Evening,22-29,f,f,t,f,f,8
F,Black,f,f,1-15 min,warn,f,Early Evening,22-29,f,t,f,f,f,9
F,Black,f,f,1-15 min,warn,f,Early Evening,22-29,t,f,f,f,f,17
F,Black,f,f,1-15 min,warn,f,Early Evening,30-39,f,f,f,f,f,23
F,Black,f,f,1-15 min,warn,f,Early Evening,30-39,f,f,f,f,t,1
F,Black,f,f,1-15 min,warn,f,Early Evening,30-39,f,f,f,t,f,16
F,Black,f,f,1-15 min,warn,f,Early Evening,30-39,f,f,t,f,f,8
F,Black,f,f,1-15 min,warn,f,Early Evening,30-39,f,t,f,f,f,7
